review_date,handle,rating,helpfulness_rating,review
"July 15, 2019",srhardin,5.0,,Works great at work stay hot for over 4 hours.
"December 30, 2020",Jorge Hastedt,3.0,,"El café sale muy riciny se mantiene caliente sin que cambie su sabor. Pero, al servir una taza, chorrea y también se sale el café por abajo."
"December 27, 2017",Michael G. Merrill,5.0,,Fantastic coffee pot. Very easy to use!
"February 27, 2021",Priscilla Sustaita,1.0,,"Makes a big mess, no refund or exchange at the time i compliant, just a piece of junk. never again."
"December 28, 2019",B Edenfield,5.0,,Brews great tasting coffee and the removable parts make it easy to clean. Adjustable brew setting for bolder coffee is a nice option. I especially like that there is no coffee pot to clean. The parts to clean are easily removed and there are no hard to reach places to clean.
"January 13, 2020",jonathan reynoso,4.0,,Gifted to mother in law. Her second one in 7 years. So. Yeahhh. It’s good
"January 20, 2020",Tracy J.,5.0,,Love not having a pot that leaks
"August 18, 2016",kaitlin,5.0,,This is the best coffee pot i have ever had. So easy to use and really easy to clean. The coffee taste great and stay hot for up to 4 hours. I even brew big batches of yerba mate tea out of this and it comes out great. I also really love the way the coffee is dispensed.
"March 15, 2021",Janette Hanson,4.0,,It makes noise the whole time it was annoying but I got used to it Lots of condensation on lid but over all it’s great!
"April 14, 2021",Thomas Soto,4.0,,Leaks onto the countertop like crazy. Do not recommend
"March 17, 2020",Rhonda Katterhenry,1.0,,Every week this has to be cleaned with vinegar and water to continue to work. The WORST coffee pot ever bought!
"March 8, 2020",Margot English,5.0,,Everything
"March 1, 2016",Robo1,5.0,,I AM REALLY ENJOYING THIS COFFEE POT! NO ISSUE SO FAR. THE COFFEE TASTE GOOD AND NO BURNED TASTE AFTER BEING BREWED A WHILE .  SO GLAD I GAVE IT A TRY AND REALLY HOPE IT LAST!
"December 27, 2017",Joshua W,5.0,,"Today I made my 200th pot of coffee with this guy. Excellent workhorse. I don’t use it every day, but still, 200 times over maybe 1.5 years. It’s excellent to use, takes up very little counter space, and offers easy clean-up. Nice to not have a whole external pot when I’m just making it for myself. Would definitely recommend to anyone in the market for a coffee pot. I don’t write reviews that often but I had to for this one"
"April 2, 2021",Alice Throne,1.0,,"This was a great idea BUT, always leaked coffee on the counter. Had to return it."
"November 25, 2015",Graham Wilson,4.0,,Has worked great so far.  Very convenient and love the ease of use.  Only negative is that I would like the coffee to be a little hotter.  It isn't bad but if you like your coffee HOT then this is not for you.
"July 28, 2019",Ed from Md,5.0,,Been using one of these for years. Good machine
"July 20, 2019",Alan Rich,2.0,,"Brand new out of the box, and coffee dribbles out of the dispenser.  I love the idea of the coffee maker, I just wished it worked.  Will return and try again.  But for now, 2 stars."
"April 7, 2019",Amazon Customer,1.0,,The coffee maker has a side compartment that you fill with the water to make the coffee It leaks. Water all over had to buy the other type of coffee maker.
"August 4, 2020",James A. Keairns,5.0,,My wife has arthritis and can't pick up a 12 cup coffee urn so with this she doesn't have to.
"August 21, 2019",Beth Pagano,5.0,,Two of the same exact coffee pots had the same leak
"April 22, 2020",Steve,3.0,,"The coffee is great and it does stay hot. I want to love it because the idea is great. However, the system leaks down the back every time I get a cup from the dispenser. I just can't rate it higher because of that."
"February 7, 2020",Amazon Customer,3.0,,The coffee brewer makes a load sizzling noise even after brewing. The noise continues until the brewer is turned off. We had the previous model which was very quite after brewing.
"May 5, 2020",Amazon Customer,1.0,,I have had four of these in the last year.  None have lasted more than 3 months.  I've used this pot for 20 years and they always lasted at least 2 years.  Quality really changed.
"December 15, 2013",Judith Cavender,5.0,,This brewstation is wonderful.  It replaced an old one and this is even better. PLEASE for the 1 star review folks look at the date....the complaints about the positioning of the spout are from 2010.  It has been repositioned and is about 1 inch into the cup when the lever is pressed.  That was the only major downgrade.
"September 3, 2019",Susan Acutt,2.0,,"Wonderful design and easy to use. Unfortunately, I couldn’t get a good cup of coffee out of it. Returned it."
"January 3, 2018",Aubree,5.0,,I am so glad I purchased this as a potless coffee maker instead of a Keurig. Much more affordable and makes an excellent cup of coffee 👍
"April 22, 2021",mark krasic,1.0,,The coffee flavor is fine. The main problem is the dispenser system. It leaks really bad when trying to get a coffee filled. Bad design.
"March 8, 2019",Joyce Tudor,5.0,,I love the dispenser and no glass carafe
"June 28, 2013",K. Duncan,3.0,,"The fact that there is no carafe does not add to the ease of this product, which I thought it would. Same steps involved, just using extra container to fill water resivoire. When lifting lid to throw out filter, water on underside of lid flows down back of machine. Makes a mess. Taste of coffee is fine."
"December 29, 2017",DrEd Travis,5.0,,"Very hard to find in stores!  Usually costs much more in stores. Love the No Carafe aspect and that it keeps the coffee very warm unlike the carafe models that just sit in a thermos type pot, many that are breakable."
"August 12, 2020",Thelma,1.0,,"Bought this in January and loved it, till yesterday when it started leaking brewed coffee. Glad I didn't throw the old one away. Need to figure some way to make coffee in the camper now."
"February 7, 2015",William H. Hamilton,5.0,,Nice product. We program for coffee ready in AM when we get up .Great way to start the day. Easy to use a hands free dispenser. Follow recommended cleaning recommendations and it will last a few years with hard water conditions or use filtered water..
"November 7, 2018",hevenly,5.0,,I love this coffee maker. No pot that get all stained or broken.
"October 8, 2019",Helen Grace Chavez,4.0,,"Loved my new Hamilton coffee brewer,  it’s not messy when I get my coffee. I wish the coffee stays hotter after it brewed. As an additional feature wish there is timer sound after stops brewing."
"February 25, 2019",CYNTHIA rusakovich,5.0,,I just love this coffee maker
"July 21, 2016",Ben P.,5.0,,This product was better than I ever expected. It does a wonderful job brewing the coffee and then keeping it warm for the time selected. I really like the fact that it doesn't have a carafe to keep clean and have to deal with. I would definitely recommend this product to anyone looking for a good coffee maker.
"July 15, 2013",JD,5.0,,"I purchased this because I was fed up with every single other coffee maker I have ever owned due to the carafe dripping when I poured the coffee. This has been the perfect solution! Clean, easy, and the coffee stays warm for a long time. I love this. Another bonus is the iced coffee feature, very easy to use and quite tasty. Been using it for two months and I can't think of a bad thing to say about it."
"September 4, 2018",Judy McClarren,5.0,,Works just fine
"January 11, 2016",Ellie,5.0,,"My wife and I love this coffee maker. Its easy to clean, it makes more coffee than we can drink without driving each other crazy and the coffee stays warm for a while. Need I mention it doesn't have a glass carafe for my kids to break? 1/3 of the price of a single cup maker that is all the rage these days."
"September 22, 2019",Rae J.,5.0,,This coffee pot is perfect for us. I love that I can make ten cups and can still only poor one cup at a time
"January 8, 2020",nancy,4.0,,I bought this for my mom for Christmas. I like that it can be taken part easily to wash un like others and that i can fill up a cup at a time. No need for a glass pot NO more 😊
"January 7, 2020",Colorado Consumer,5.0,,This has been my coffee maker of preference for years.
"June 24, 2020",Dea K.,1.0,,"When filling the pot, the water leaked all over the counter. Also, when you put your cup up to the pot to get coffee it leaked more."
"October 28, 2019",Deborah,1.0,,This has been leaking since I got it! I thought it was me not attaching the tank properly but it’s not.  And now it’s stopped brewing half way thru! I had the other model of this for years with no problem. How do I get this replaced !! Help
"November 17, 2013",vmm312,5.0,,"This has been my favorite coffee maker. I can make the coffee as strong as I like it, with the bold setting. It keeps the coffee fresher by not having a carafe, and its very easy to program. Cleanup is easy as well, every other month I use white vinegar to clean it thoroughly, but in between just a good wash is enough."
"December 11, 2020",Deswood Family,3.0,,"After 3 months and 3 days my coffee maker no longer works. It made good coffee, unfortunately it stop working... It just stop brewing."
"June 28, 2019",Amazon Customer,1.0,,After only having it 4 months it broke. It turns on when you pour the water in and it’s not even on. Can’t program it because it starts brewing
"July 2, 2019",Pablo Urbina,2.0,,"This is a great idea, but it is not well built. The tank is not snug, its loose."
"May 12, 2021",Betty Fields,5.0,,Love it
"August 13, 2016","Jacksonville, FL",2.0,,"I returned the first because it did not brew hot coffee as stated. I just received a replacement and unfortunately it still brewed warn coffee not hot coffee. Also, the metal plate that keeps brewed coffee warm get corroded just after one brew. I am truly disappointed  because I decided to buy this model following a wonderful experience I had using the model 48464 at a hotel I recently stayed in."
"February 6, 2015",Denise Shepherd,1.0,One,"The first one we received literally simmered the coffee in the caraf while keeping it hot. You can hear it simmering. It tasted burned after a while. We returned it and the second one did the same thing. We just kept it and turned it off after it brewed to keep it from tasting burned and heated it up in the microwave. Now after 3 months, it is leaking all over the place when it brews and looses about a half a cup of water every time. Too late to return it now. We are switching to a different brand, although we liked the dispensing feature and the water reservoir placement of this coffeemaker."
"August 8, 2019",Kristina Wilkerson,1.0,,Already broken after less than 6 months of use and product support already closed?  I’m really unhappy.  Don’t buy this coffee maker!
"July 24, 2020",Susan Earnest,1.0,,"When trying to dispense the coffee, coffee would start leaking around the dispenser"
"March 8, 2020",sunway surfers,4.0,,I really like this product but I can definitely tell this one won’t last as long as my last one did. Quality doesn’t feel the same. But I guess that’s all appliances now. Nothing is made to last anymore.
"January 10, 2018",Garlon Jackson,5.0,,"Great coffee maker, keeps coffee hot without burning."
"June 23, 2021",Nunya,5.0,,"We have used this type many years and needed a new one.  It came damaged, the box and machine."
"June 17, 2017",Didls,4.0,,Good so far a bit light skids on the granite counter when filling a cup
"December 19, 2019",charlie,4.0,,If it had a led light so you could see. That would be great. Not a bad coffee maker though
"October 5, 2018",Amazon Customer,1.0,,This stopped working less than 10 months after we bought it. DO NOT BUY THIS PRODUCT
"December 21, 2020",Sara Holwell,2.0,,"The button that you press to disperse coffee leaks all around the button, so there is always coffee everywhere."
"March 21, 2016",Patricia,5.0,,Replaced A Hamilton Beach we had had for many years.  Great coffee and easy to use.  I would recommend this maker to anyone.  The price was great also!
"April 10, 2020",Michael A. Horman,1.0,,This product is leaky. From the box to the garbage.
"February 12, 2020",Shai,5.0,,I had bought it for my girlfriend as a Christmas present who let me know that it makes ice coffee as well which I had completely no idea. She loves it very much. Worth the buy
"May 11, 2019",Porsche,5.0,One,Coffee
"May 11, 2017",Amazon Customer,5.0,,I think this coffee maker is a lot easier to use than traditional coffee makers that have actual pots.  Getting the coffee ready the night before is a breeze. I would highly recommend this product.
"February 12, 2021",Karen Zeisler,1.0,,This coffee maker makes an absolute mess underneath. I’ve owned several of this brand and prefer internal storage types. This was a disaster! Returned!
"April 8, 2018",karen,2.0,,"I ordered this is November and it is April and the coffee machine no longer works. As soon as the cleaning light came on, I put in the vinegar, just as directions stipulate, it would not turn on at all. This was disappointing, since I like the convenience of retrieving the coffee."
"July 12, 2013",Patricia H. Barker,5.0,,We were replacing practically the same coffee maker like we had been using for several years where the stream had gotten too thin and sometimes the maker leaked on the counter.  With Amazon Prime we received our purchase almost instantly and it has been giving us good coffee all week.
"January 27, 2020",WestEsq,5.0,,Great concept!  Love that there is no glass pot to clean and/or break.
"October 11, 2018",Steven Claypole,1.0,,This coffee maker started overheating 3 months after buying from Amazon.  After speaking with the manufacturer they will not replace or fix because it used at an office.  I was informed this VOIDS the warranty.  Thankfully Amazon Support did give me a full refund.  I will no longer be buying Hamilton Beach products.  Lesson learned...
"January 11, 2021",leonard lubinsky,1.0,,The brewmaster leaks from underneath. Always creating a mess.
"December 31, 2017",Snikja,5.0,,"My wife wanted it as a replacement for another that was virtually the same product, works ju8st as good."
"September 21, 2018",Liam,1.0,,"It leaks, what more do I have to say - Save your money on this one and Model 47900 12 cup maker. Oh, did I say it leaks all over the place, staining my counter top. - Program made me rate 1 star, I say no stars from me."
"March 26, 2019",hallieadams,1.0,,I like that there is no glass pot. Does it really matter when it is dripping and falling apart.
"March 24, 2017",Chewie,5.0,,Has lasted well over a year without any issues.  Holds a lot of coffee and keeps it hot for hours!
"April 21, 2014",Sharonna,4.0,,"No pot to mess with, no drips to wipe up.  The side load water fill tank is a nice improvement over rear load. The only small flaw is that if there is a few cups in the coffee despense tanks, and you go to make a full ""pot"", it can over flow.  Still it only takes one time to learn to check that!"
"January 9, 2019",Vahid Ebrahimi,1.0,One,Just broke down after a month an half. Very bad prodect
"October 8, 2019",Roberto Madrigal,5.0,,"Super convenient, easy to use and clean."
"December 30, 2018",Deena,1.0,,This was used a few times and it never made good coffee.  I bought a water pitcher with filter even thou I have well water and filtration system and that didn't help.  Also changed brands of coffee and still not good.  I wish I had asked to return it as I feel I just wasted my $50.00 there for would not recommend purchasing.
"September 10, 2016",Kat,5.0,,Used this coffee maker on an Airbnb vacation and loved it! So easy to use and very straightforward. I have used it every morning since I bought it and am in love! Little hint: make sure to press the Bold button if you'd like your coffee a little stronger. Helps so it's less watered down.
"April 30, 2020",sydnie,1.0,,it lasted 4 months then the coffee exploded and the machine shorted out shortly after and because of how long it was from when i bought it i cant get a refund. buy a different machine.
"June 24, 2018",Amazon Customer,5.0,,Love this coffee pot!
"March 11, 2021",Kmaknla,3.0,,I bought one and it started leaking so I returned it for another one. I’ve had e new one 2 weeks now and it has started leaking. May I please have one that does not leak?????
"February 12, 2021",Beverly Jacklitch,1.0,,This Hamilton Beach leaks all over my counter. I had a problem with last H.B. that I bought 4 years ago. Yes-- I am very disappointed in this product.
"November 22, 2018",Nettie Goins,4.0,,I like The ability to push the button and fill my coffee cup up easily. Something new vs poor
"October 3, 2015",Miss Jayne,5.0,,"Very easy to use. Gift for my dad. No more rusted warming trays, broken glass pots, etc. Works exactly as description states. Easy to use! Love it so much purchasing one for myself."
"December 5, 2020",Karen Thiele,2.0,,Disliked the dripping on the dispenser. Had 2 others prior to this purchase & never had a problem until i started using this one. Did not return  because  I got rid of the box it came in. TOTALLY DISSATISFIED!!!
"June 20, 2021",Robert Goldsmith Sr.,5.0,,Great coffee. Warmer keeps coffee hot without burning it. The rewarming nice touch. High flow rate. Very EZ to use.  Wish lid would say on .
"March 1, 2021",Tom coslett,1.0,,I dislike this product because after filling the cup what's coffee it would continue to dribble and make a mess of the countertop always a puddle
"December 28, 2019",Kindle Customer,4.0,,"Easy to use, carafe is s lil bulky, but not enough so that it's a problem"
"December 30, 2010",Motomomma5,5.0,2,not sure what people are talking about the mess? The cups fit perfect when you push the bar to get your coffee. The only possible mess is if when you pour the water in your not careful and it spills out. I love this. Went from a single pod coffee maker to this. Everyone loves how it keeps coffee fresh for 4 hours. Deff a good gift from the hubby!
"June 11, 2015",Sylvia Wadlington,5.0,,"Love it!  Takes a little getting used too after fifty years of using the standard models.  No heavy glass pot to deal with, only downside is there's no window to tell you how much is left in it."
"July 23, 2019",Amazon Customer,5.0,,Not the easiest to clean. And I can’t keep it under my counter because the of the steam when it’s staying warm. But love the iced coffee feature. makes great tasting coffee.
"August 20, 2017",Family man,4.0,,Works great. But when it gets to the end of the coffee it drips backwards and gets all over cup and coffee maker.
"October 22, 2019",Brandy,4.0,,Love this machine. The only issue is cleaning it everyday and making sure it’s dry as not to get moldy
"July 15, 2020",Celso H. P. Oliveira,1.0,,"It is really beautiful, but leaks coffee everywhere. It seems the engineers did not think how coffee would flow."
"January 13, 2016",Cyndi S,5.0,,"We had a previous model of this at work for years and decided to update it, the whole office unanimously agreed that we wanted this same brand and same type of maker, love the push tab so we don't have to pour or worry about breaking a pot"
"July 2, 2019",Amazon Customer,5.0,,My second one.  Took the old one to our summer home.  Love it.
"February 25, 2018",Winona,4.0,,Love the brew station. This is the third one I’ve bought. Good value for the price
"June 21, 2020",ST,1.0,,It lasted 6weeks and the plastic parts broke the coffee leaked all over the counter.
"March 14, 2021",lucia picazo,1.0,,"Did not like this product. It leaked the coffee, had to take it all apart to add the water."
"May 16, 2018",babbo,3.0,,I got this to replace a similar earlier model that had served me well. This unit only lasted 18 months with nearly daily use. I expected it to last longer
"January 2, 2020",Laura K.,5.0,,This was an exact replacement of what my boyfriend already had. It works great.
"February 8, 2021",June E,1.0,,From the first pot the coffee leaked on the counter.
"September 9, 2018",DJ Player,3.0,One,I bought this to replace mine that started leaking. My previous one was much better built. I am very disappointment in the quality and don't expect this one to last long.
"March 19, 2019",lynn,5.0,,Wrynose coffee pot would buy
"March 17, 2010",K Mustain,5.0,One,"This is my second Brewstation. I am very happy with this product. It brews a great cup of coffee. And this model has some extra features my first one did not. I am able to set the brew strength for 1 to 4 cups or up to 12 cups. I also can set the keep warm selector for 1,2,or 3 hours, thats a great feature because on work days I only need a one hour keep warm, and if I forget to turn the pot off before I leave, within minutes the pot shuts off automatically. I would say if your looking for a decent coffee maker, look no farther. This one is great."
"February 25, 2017",Jane tuck,2.0,,Love my coffee maker but the gold filter sold with it is not a good fit. It's to tall. The top won't close all the way. Amazon should not sell them as a fit I'm also finding that the coffee is not kept hot
"June 3, 2017",Barbee J.,5.0,,"Hubby loves this!!! Makes very good coffee from even the cheapest of brands, whenever we run out of the best brand, Eight O'clock tee hee!!!"
"February 18, 2020",Robert B Russell,5.0,,Just push your cup and it fills up- no carafe.
"January 22, 2019",Patty Stein,1.0,One,It leaks
"December 28, 2012",Linda Ignelzi,1.0,9,"DECEMBER 2012-Really nice, just like my old Hamilton Beach 12 cupper.  This one tells me when it is done brewing. Thank you for having this in stock. MARCH 10, 2013 ABOVE WAS MY FIRST REVIEW, IT PUCKED LAST NIGHT 3 MONTHS AFTER PURCHASE. THEY DON'T MAKE THINGS LIKE THEY USED TO AND OF COURSE CAN'T REPLACE OR RETURN.[[ASIN:B001R4LK1Q Hamilton Beach 48465 Brewstation Summit Ultra 12-Cup Programmable Coffeemaker] REVISED:  IT ONLY LASTED 3 MONTHS."
"March 30, 2020",James Tomkins,1.0,,Junk! After one week it leaks everywhere from the bottom
"December 24, 2019",Iceberg Simpson Jr.,5.0,,Very easy to use and at a great price!!
"November 10, 2019",Olga,1.0,,"Coffee tastes very bad, has a burned flavor. Not hot enough coffee comes out warm. There are cheaper coffee makers out there that make better tasting coffee. Neat idea, save your money and go with something else."
"May 17, 2021",Amazon Customer,5.0,,"We like this, there is never a burnt taste snd is is so easy to clean and use."
"June 7, 2019",Amazon Customer,3.0,,"We wanted to move away from the Keurig - K cups for environmental reasons.  This coffee maker allows us to do so.  It is quick, easy to use, multiple settings to keep coffee warm (for him) and cooled off (for me).  The machine does tend to leak when moving it across the counter top, or when filling your cup with the last bit of coffee.  Overall, ok."
"July 3, 2019",PAM T,5.0,,I like not having a pot.  It’s very easy to clean
"October 2, 2018",Connie Benzenbower,2.0,,it is very poorly made.  the parts don't fit together as they should.  every time you move the appliance the bottom tray comes apart.  It however makes good coffee.  The one I had previously was made altogether much better than the current model.
"August 27, 2017",Amazon Customer,1.0,,"This is the second one I bought mainly for the timer feature so coffee is ready when we get up. The first time I thought it was just a bad one but this one just stopped working 8 months old, the first one lasted about the same."
"May 3, 2021",Cindy Heck,2.0,One,Not so good. This pot leeks.
"June 6, 2021",Carol P. Neukam,5.0,,"This is my third brewmaster, love it, would like to have the little filter be removeable for cleaning."
"January 20, 2020",Ron Kennel,2.0,,"Coffee burns inside reservoir as it boils( you can hear it) Also, when place cup and push the whole Coffee Maker moves..."
"June 25, 2021",Carol,1.0,,I purchased this item 2/28/21 and have used this coffee pot approximately ten times.  I plugged it in on 6/25/21 and the pot will not turn on.
"June 12, 2021",Susan,5.0,,We love the way it works. We have worn out 2.
"July 24, 2018",Lori,5.0,,best coffee maker no pot to clean!!!! highly recommend
"July 14, 2020",Robin,5.0,,Easy to make coffee even the teenagers love it
"June 13, 2017",Shannon Viloria,5.0,,Love this little machine! Good for everyday use for my husband and I and also good for entertaining.  Pleased with this purchase.
"July 12, 2015",Kid Plant,5.0,,This is the best coffee maker I have ever bought I did not encounter any of the issues others have complained about. The ones that have spillage issues should indeed get glasses or sober up before using Its much better than the Cuisinart I had that just died. Makes excellent coffee Definitely recommend this product
"December 20, 2020",dedwards,1.0,,"Ever part of it leaks! No matter if you follow the ""cleaning if it drops/leaks"" instructions. Coffee everywhere when you pour a cup!"
"April 5, 2018",Amazon Customer,5.0,,"Great coffee maker, an improvement on the older design which carried the water in the bottom. The spout is improved so there's less cleaning necessary and you can easily rewarm a pot that has went past the keepwarm hour(s) by restarting it."
"November 27, 2019",Brad,2.0,,I have to push the power button every 5 minutes to get a full pot of coffee made because it stops pumping the water after 4 cups being brewed each time. Very frustrating!
"December 17, 2020",Amazon Customert ron hanna,3.0,,coffee leak!
"January 31, 2019",Daniel P In,5.0,,"When filling cup,you can't see how full it is,I use my phone as light to watch when filling, what a pain"
"March 6, 2016",Michael R. Florey,1.0,2,"Calling this thing a 'coffee maker' is more than generous. I called it everything BUT a coffee maker. First, repeated scrubbings didn't remove a gawdawful industrial taste. Secondly, the promise of ""no cooked coffee taste"" was a lie. After the 'coffee' was brewed, I could hear a gentle gurgling sound. It turns out the brew was merrily boiling away over the heat transfer plate. Even on regular strength you could float a horse shoe on the crap this thing tried to pass off as coffee. I've made better coffee over a wet campfire. This is a loser in every sense of the word. What a waste of fine coffee. Would I recommend this junk to a friend? Only if I was intent on terminating the friendship. Return it? I got more satisfaction throwing it in the trash."
"June 15, 2021",Julie Pitts,2.0,,Coffee tank level indicator does not work...
"October 11, 2018",Stephanie Mason,5.0,,"I love this machine! It makes a great cup of coffee, and I love the fact there is no decanter/carafe. YAY!! Thanks so much!"
"October 13, 2019",D. Lake,5.0,,I like that there is no glass carafe to handle
"February 11, 2015",Alyson Hachey,2.0,,"This is the 2nd one I have purchased and returned after a few uses because it will not shut off and just makes a mess all over my counter. I love the concept of just refilling the cup with a push of a button, but not when it goes all over the counter :-("
"December 24, 2016",Amazon-Troll,5.0,,Rather interesting coffee pot.  We enjoy the pour as you go type of design as to guests.  We ended up purchasing this pot a 2nd time for a christmas gift for family.
"August 3, 2016",TT,3.0,,"it works well for me my only problem with this coffee maker is that I keep seeing coffee liquid on my countertop.  Not sure what is causing the leaking, but it does"
"June 11, 2021",Iris S B,1.0,,Dont buy
"December 25, 2019",Carolyn A. Preston,5.0,,Excellent
"November 18, 2020",Amazon Customer,1.0,,"It wont stop peculating, once  its brewed all the water it keeps going even after all the coffee has been used. I want to send it back but not if I have to pay to do so."
"March 17, 2016",elkhorne,5.0,One,Best coffee maker I have ever owned. My first one lasted over 10 years. I hope this one lasts another 10 + years as well.
"July 24, 2013",AtlantaBabe,5.0,One,I had an earlier model of this coffee maker that was 2 years old.  It was working great until my husband dropped it while cleaning causing it to leak while in use. So far this one is working just as well. I didn't even consider getting a different model or brand but did shop around for the best price.
"July 9, 2019",Todd H.,5.0,,"We use it every day, liked it so much that I bought my parents one and they love it!"
"November 7, 2016",Shellie,5.0,,Having trouble with the warming mechanism. It takes too long for the coffee to warm. You almost always need to set the program. That would be okay if you are getting up same time everyday.
"March 6, 2021",Allison Eason,1.0,,We returned the first one because it leaks when you get coffee and this one leaks even more. Huge puddle under the coffee pot!
"June 29, 2019",Rich,3.0,,I like everything about everything with this coffee maker EXCEPT the display illumination is brighter than a night light.
"January 6, 2017",Oufan,5.0,,"Love this coffee machine.  Prepare it at night, set it to be done in the morning.  Awesome!  Clearance isn't tall enough for my travel mug.  A piece of 3/4 plywood cut 9 1/2"" wide fixed that problem."
"March 31, 2016",Neddie,4.0,,"Edit: I bumped up my rating because the manufacturer specifically contacted me to try to find a solution, even though I've had the coffee maker for a while. Great company. Very classy! I'm not a fan of this coffee maker. I wish I'd gotten one with a regular carafe instead of one that holds coffee internally. Pros: Makes coffee, does everything you'd expect a coffee maker to do, nice digital display, several options like how long to keep coffee hot, and how strong to brew. Cons: - Impossible to clean because the place where your coffee is held is inside the machine and coffee quickly tastes burnt. There's no carafe to clean. It tells you to clean the thing by brewing vinegar, but I don't want my house to smell like boiling vinegar. - The area to put your cup is not tall and doesn't easily fit a tall coffee cup, so we ended up removing the trap, but that means we get coffee drips on the counter. - The way you add water to the machine is not intuitive and a little annoying because you sort of have to take the whole thing apart. It definitely does the job, and we've used it for about 6 months, but I'm not a fan and plan to replace it soon. If in doubt, get a coffee maker with a carafe. I went back and forth before I got this one and I regret my choice."
"December 25, 2018",Jess,2.0,,It was broken before I even got it and it's a present for my parents. The lid came off and it was missing a piece that was meant to keep the lid up.
"July 25, 2013",jerseymama,1.0,19,"For the third time in one month and five days, this thing has poured all of the coffee in the tank all over my counter.  The first time, I figured out what it was.  The little plunger thing that regulates coffee actually coming out of the machine and into your cup was seated just a hair off center.  It moves slightly from side to side but also sits where it is supposed to.  Maybe I bumped it when pouring the water into the machine?  I carefully set it back in place.  The next time I made coffee, it worked fine.  When it happened again, I thought I had been careless, gotten to cocky, and not checked the little plunger thing.  Well it happened again this morning.  I am VERY careful when making coffee with this thing.  I treat it like a bomb that will explode if I am not completely careful not to make sure that friggin plunger is seated exactly perfectly.  So I found myself again scrambling, filling every coffee mug in the house with the coffee streaming steadily from the brewstation.  At this point, I wanted to throw the thing out the window.  I checked amazon - my return window ended 5 days ago - yay!  Then I got to speak with a very bored and unconcerned hamilton beach representative who said I had to call back when I could get the serial from the bottom of the machine (it's currently still hot and sitting unplugged in a pool of coffee on my counter).  For just $8 more, I can have them send me another tank.  POS.  I'm thinking of saving my money and just getting a run of the mill mr coffee drip coffee maker..."
"January 7, 2021",Chefk,1.0,,"very unhappy about this purchase , id like a full refund for the maker I bought! the damn thing leaks out water and coffee grounds every time we use it! I DO NOT RECOMMEND"
"November 14, 2019",Robert G. Norton,5.0,,"This particular model (48464) is the best.  This is my third one in 20 years...works as expected.  The second one lasted 10+ years, then the coffee wasn't quite as hot."
"July 3, 2015",mrbbfla,5.0,,"I'm very happy with this purchase. I saw in some reviews that people had experienced the taste of plastic with the first couple of uses and should run a few cycles without making coffee. However, I forgot to do that and still never had a plastic tasting coffee. I want to add that this unit is very easy to use and would most definitely recommend to a friend."
"July 27, 2018",Kindle Customer,5.0,,"Love this coffee pot, especially not having to deal with a pot. Easy to use and clean"
"January 6, 2019",Lou,5.0,,Love not having to use a glass pot coffee maker. Easy to clean and keeps coffee hot without burning. The only thing I wish was that the cord was made longer and self retracted
"May 30, 2019",David A. Bonchik,5.0,,It makes coffee fast and is ready to dispense in no time.
"August 20, 2020",frank mack,3.0,,It stopped working. Leaks and now it doesn't work at all. I did apply for the warranty
"June 5, 2021",Jody. Tompkins,3.0,,I love the look of this.  Works fine other than I find it leaked coffee out of the bottom.  I tightened the bottom panel screws and that helped.  But still leaks some.
"April 16, 2021",Kristina Zerger,1.0,,I’ve had this coffee maker for a week and it runs out onto the counter every day. It makes a huge mess and wastes 1-4 cups of coffee. Would not recommend this coffee maker to anyone.
"January 20, 2021",Amazon Customer,3.0,,"I love the ease of dispensing the coffee but it leaks really bad, no matter what I do. It has already stained the countertop from leaking."
"January 11, 2021",l Meyers,2.0,,I love this coffee pot but it leaks so bad!! Everytime I go to clean it I’ll move it and under the whole thing is a puddle of coffee that has leaked. It has ruined my wood table it’s sitting on.
"March 6, 2020",Rochelle,5.0,,"I accidentally ordered the wrong one, but fell in love with it"
"April 24, 2019",Lisa M.,1.0,,The loudest coffeemaker I've ever heard. I prefer my old one over this one. Condensation between coffee basket and coffee reservoir is ridiculous...makes a mess. Wouldn't recommend.
"August 4, 2019",Kelly Banning,5.0,,"Great product for me while visiting my family, don't have to set the time in order to use it as I unplug it when leaving town. Very easy to make coffee and to clean. Perfect for me."
"May 19, 2021",Amazon Customer,5.0,,We love this coffee maker. This is our third one!!!
"November 14, 2018",Amanda S.,4.0,,"great coffee pot, ive bought 2 prior... but for some reason after only a year it has died on me and wont make coffee.... still decideing if i should get a 3rd or move on."
